year,id_,wrkstat,marital,age,educ,degree,sex,hompop,tvhours,coninc,ballot
2018,861,Working full time,Never married,35,16,Bachelor's,MALE,2,1,158201.84123,Ballot b
2018,862,Working full time,Married,64,16,Bachelor's,FEMALE,2,1,350.5,Ballot a
2018,863,Working full time,Married,32,13,High school,MALE,5,.i:  Inapplicable,31545.0,Ballot c
2018,864,"Unemployed, laid off, looking for work",Never married,27,16,Bachelor's,FEMALE,3,.i:  Inapplicable,70100.0,Ballot c
2018,865,Working part time,Married,67,12,High school,MALE,4,2,31545.0,Ballot b
2018,866,Keeping house,Married,27,12,High school,FEMALE,5,4,112160.0,Ballot a
2018,867,Working part time,Never married,31,15,High school,MALE,3,.i:  Inapplicable,1402.0,Ballot c
2018,868,Retired,Married,79,13,High school,FEMALE,2,.i:  Inapplicable,31545.0,Ballot c
2018,869,Working full time,Divorced,41,20,High school,FEMALE,5,3,47317.5,Ballot b
2018,870,Keeping house,Married,29,15,High school,FEMALE,4,3,31545.0,Ballot a
2018,871,Working full time,Never married,42,8,Less than high school,FEMALE,4,.i:  Inapplicable,350.5,Ballot c
2018,872,Keeping house,Widowed,89 or older,12,High school,FEMALE,1,5,7886.25,Ballot b
2018,873,Working part time,Married,52,16,Bachelor's,FEMALE,4,2,158201.84123,Ballot a
2018,874,Retired,Married,78,16,Bachelor's,MALE,2,4,38555.0,Ballot a
2018,875,Retired,Married,77,12,High school,MALE,2,.i:  Inapplicable,158201.84123,Ballot c
2018,876,Working full time,Divorced,42,16,Bachelor's,FEMALE,3,0 hours,158201.84123,Ballot b
2018,877,Working full time,Married,45,16,Bachelor's,MALE,4,2,84120.0,Ballot a
2018,878,Working part time,Married,64,16,Graduate,FEMALE,2,1,57832.5,Ballot b
2018,879,Retired,Divorced,83,12,High school,FEMALE,3,0 hours,7886.25,Ballot b
2018,880,Working full time,Married,49,17,Graduate,FEMALE,2,1,70100.0,Ballot a
2018,881,Keeping house,Married,31,17,Bachelor's,FEMALE,4,3,57832.5,Ballot b
2018,882,Working part time,Married,42,16,Bachelor's,FEMALE,4,1,47317.5,Ballot b
2018,883,Working full time,Never married,25,14,High school,FEMALE,3,0 hours,16648.75,Ballot a
2018,884,Working full time,Married,47,16,Bachelor's,MALE,5,2,38555.0,Ballot b
2018,885,Working part time,Married,48,16,Associate/junior college,FEMALE,5,2,98140.0,Ballot a
2018,886,"With a job, but not at work because of temporary illness, vacation, strike",Widowed,53,12,High school,FEMALE,2,.i:  Inapplicable,14896.25,Ballot c
2018,887,Working full time,Divorced,57,18,Bachelor's,MALE,3,2,84120.0,Ballot b
2018,888,Keeping house,Widowed,84,12,High school,FEMALE,1,1,14896.25,Ballot a
2018,889,Retired,Widowed,83,14,High school,FEMALE,1,.i:  Inapplicable,7886.25,Ballot c
2018,890,Working full time,Widowed,68,16,Bachelor's,FEMALE,1,4,22782.5,Ballot b
2018,891,Retired,Never married,64,12,High school,MALE,1,.i:  Inapplicable,11391.25,Ballot c
2018,892,Working full time,Divorced,63,16,Bachelor's,FEMALE,2,4,22782.5,Ballot a
2018,893,Retired,Widowed,70,12,High school,FEMALE,2,.i:  Inapplicable,7886.25,Ballot c
2018,894,Working part time,Never married,21,15,High school,MALE,5,.i:  Inapplicable,26287.5,Ballot c
2018,895,Working part time,Never married,29,12,High school,MALE,2,5,19277.5,Ballot b
2018,896,Working full time,Divorced,56,13,Less than high school,MALE,1,2,47317.5,Ballot a
2018,897,In school,Never married,27,16,High school,MALE,2,1,22782.5,Ballot a
2018,898,Keeping house,Married,53,12,Less than high school,FEMALE,2,.i:  Inapplicable,-100.0,Ballot c
2018,899,Other,Married,68,12,High school,MALE,3,6,-100.0,Ballot b
2018,900,Working full time,Divorced,44,12,High school,MALE,2,0 hours,70100.0,Ballot a
2018,901,Retired,Married,68,11,Less than high school,FEMALE,2,.i:  Inapplicable,26287.5,Ballot c
2018,902,Working full time,Never married,39,12,High school,MALE,3,2,38555.0,Ballot b
2018,903,Working full time,Divorced,57,12,High school,MALE,1,.i:  Inapplicable,22782.5,Ballot c
2018,904,Working full time,Never married,25,12,High school,MALE,1,3,22782.5,Ballot b
2018,905,Other,Never married,42,13,High school,FEMALE,2,2,9638.75,Ballot a
2018,906,Keeping house,Never married,25,13,High school,MALE,3,.i:  Inapplicable,350.5,Ballot c
2018,907,Working full time,Never married,19,12,High school,FEMALE,4,4,3855.5,Ballot b
2018,908,Keeping house,Never married,66,12,High school,FEMALE,1,6,-100.0,Ballot a
2018,909,Working part time,Separated,74,14,Associate/junior college,MALE,1,3,22782.5,Ballot a
2018,910,Other,Divorced,69,20,Graduate,FEMALE,1,.i:  Inapplicable,26287.5,Ballot c
2018,911,"Unemployed, laid off, looking for work",Never married,26,12,High school,FEMALE,2,8,19277.5,Ballot b
2018,912,Retired,Widowed,69,14,High school,MALE,1,2,16648.75,Ballot a
2018,913,Working full time,Married,27,15,High school,FEMALE,1,1,38555.0,Ballot b
2018,914,"With a job, but not at work because of temporary illness, vacation, strike",Never married,53,14,High school,MALE,1,2,38555.0,Ballot b
2018,915,Working full time,Divorced,35,10,High school,MALE,1,1,38555.0,Ballot b
2018,916,Working full time,Married,32,14,High school,FEMALE,3,1,47317.5,Ballot a
2018,917,Working part time,Never married,19,11,High school,FEMALE,4,.i:  Inapplicable,98140.0,Ballot c
2018,918,Working full time,Married,56,14,High school,MALE,2,3,70100.0,Ballot b
2018,919,Retired,Divorced,69,14,Associate/junior college,MALE,1,.i:  Inapplicable,47317.5,Ballot c
2018,920,Retired,Married,66,12,High school,FEMALE,2,4,26287.5,Ballot b
2018,921,Other,Widowed,69,20,Bachelor's,FEMALE,1,.i:  Inapplicable,-100.0,Ballot c
2018,922,Working full time,Never married,43,12,High school,MALE,1,0 hours,26287.5,Ballot a
2018,923,Working full time,Divorced,43,12,High school,FEMALE,1,0 hours,19277.5,Ballot b
2018,924,Working full time,Married,44,16,Bachelor's,FEMALE,2,2,-100.0,Ballot a
2018,925,Working full time,Widowed,58,16,Bachelor's,MALE,2,8,98140.0,Ballot a
2018,926,Working full time,Married,38,12,High school,MALE,4,2,-100.0,Ballot b
2018,927,Working full time,Married,49,17,Bachelor's,FEMALE,4,2,84120.0,Ballot a
2018,928,Working full time,Married,51,12,High school,MALE,2,1,70100.0,Ballot b
2018,929,Working full time,Married,59,20,Graduate,FEMALE,2,.i:  Inapplicable,22782.5,Ballot c
2018,930,Retired,Divorced,68,14,Associate/junior college,MALE,1,2,6309.0,Ballot a
2018,931,Retired,Married,73,18,Graduate,MALE,3,5,84120.0,Ballot b
2018,932,Retired,Married,67,18,Graduate,MALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,933,Retired,Married,70,19,Graduate,MALE,2,0 hours,57832.5,Ballot a
2018,934,Working full time,Married,61,16,Bachelor's,FEMALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,935,Working full time,Married,50,14,Associate/junior college,FEMALE,4,2,158201.84123,Ballot b
2018,936,Retired,Married,67,16,Bachelor's,MALE,2,.i:  Inapplicable,57832.5,Ballot c
2018,937,Working full time,Married,39,17,Graduate,MALE,4,1,84120.0,Ballot a
2018,938,Working part time,Married,48,18,Graduate,FEMALE,4,.i:  Inapplicable,112160.0,Ballot c
2018,939,Working part time,Never married,19,13,High school,FEMALE,3,0 hours,38555.0,Ballot a
2018,940,Other,Married,58,12,High school,MALE,2,4,9638.75,Ballot b
2018,941,Working full time,Separated,54,14,Associate/junior college,FEMALE,1,3,47317.5,Ballot b
2018,942,In school,Never married,20,11,Less than high school,MALE,3,.i:  Inapplicable,350.5,Ballot c
2018,943,Retired,Widowed,89 or older,15,High school,FEMALE,1,4,14896.25,Ballot b
2018,944,Keeping house,Married,44,11,Less than high school,FEMALE,4,2,-100.0,Ballot a
2018,945,Working full time,Married,59,12,High school,MALE,5,.i:  Inapplicable,57832.5,Ballot c
2018,946,Keeping house,Married,47,17,Bachelor's,FEMALE,2,4,26287.5,Ballot b
2018,947,Keeping house,Married,46,18,Graduate,FEMALE,3,2,22782.5,Ballot a
2018,948,Working full time,Married,55,15,High school,MALE,3,.i:  Inapplicable,31545.0,Ballot c
2018,949,Working full time,Married,65,12,High school,MALE,4,2,-100.0,Ballot b
2018,950,Working full time,Never married,23,14,Associate/junior college,FEMALE,2,0 hours,-100.0,Ballot a
2018,951,Keeping house,Married,28,9,Less than high school,FEMALE,8,1,22782.5,Ballot b
2018,952,Working part time,Widowed,76,17,Bachelor's,FEMALE,1,2,-100.0,Ballot a
2018,953,Working full time,Separated,45,14,Bachelor's,MALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,954,Working part time,Never married,40,9,Less than high school,FEMALE,3,.i:  Inapplicable,13143.75,Ballot c
2018,955,Retired,Divorced,77,12,High school,FEMALE,1,0 hours,9638.75,Ballot a
2018,956,Retired,Never married,74,18,Graduate,MALE,1,.i:  Inapplicable,47317.5,Ballot c
2018,957,Retired,Married,79,6,Less than high school,FEMALE,2,5,57832.5,Ballot b
2018,958,Retired,Married,70,9,Less than high school,MALE,4,8,2453.5,Ballot a
2018,959,Other,Married,61,12,Less than high school,MALE,2,.i:  Inapplicable,7886.25,Ballot c
2018,960,Working full time,Married,49,6,Less than high school,MALE,7,3,31545.0,Ballot b
2018,961,Working full time,Married,38,14,Bachelor's,MALE,1,1,22782.5,Ballot a
2018,962,Working full time,Never married,25,16,Bachelor's,FEMALE,2,.i:  Inapplicable,22782.5,Ballot c
2018,963,Working full time,Married,36,16,High school,MALE,5,4,70100.0,Ballot b
2018,964,Retired,Widowed,75,16,Bachelor's,FEMALE,1,.i:  Inapplicable,22782.5,Ballot c
2018,965,Working full time,Married,22,13,High school,MALE,2,0 hours,57832.5,Ballot b
2018,966,Working full time,Married,45,14,High school,MALE,3,4,38555.0,Ballot a
2018,967,Working part time,Never married,26,14,High school,FEMALE,2,.i:  Inapplicable,13143.75,Ballot c
2018,968,Working full time,Never married,40,14,High school,MALE,1,3,38555.0,Ballot a
2018,969,Working full time,Separated,26,12,High school,FEMALE,2,.i:  Inapplicable,70100.0,Ballot c
2018,970,Working full time,Divorced,60,11,Less than high school,FEMALE,2,4,38555.0,Ballot b
2018,971,Working part time,Married,32,16,High school,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,972,Working full time,Divorced,54,13,High school,FEMALE,2,3,57832.5,Ballot b
2018,973,Working full time,Never married,27,12,Less than high school,MALE,1,5,31545.0,Ballot b
2018,974,Working full time,Never married,27,14,Associate/junior college,FEMALE,2,.i:  Inapplicable,16648.75,Ballot c
2018,975,Working full time,Never married,34,12,High school,MALE,1,7,31545.0,Ballot a
2018,976,Keeping house,Married,37,16,Bachelor's,FEMALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,977,Working full time,Married,41,16,Bachelor's,MALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,978,Working full time,Divorced,32,13,High school,FEMALE,1,0 hours,158201.84123,Ballot b
2018,979,"Unemployed, laid off, looking for work",Never married,43,18,Graduate,MALE,1,5,9638.75,Ballot a
2018,980,Working full time,Married,42,18,Graduate,MALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,981,Working full time,Married,57,17,Bachelor's,MALE,4,1,57832.5,Ballot b
2018,982,Working full time,Married,43,16,Bachelor's,FEMALE,3,1,84120.0,Ballot a
2018,983,Other,Never married,41,18,Graduate,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,984,Retired,Never married,77,13,High school,MALE,2,4,3855.5,Ballot a
2018,985,Working full time,Married,46,16,Bachelor's,MALE,4,1,112160.0,Ballot b
2018,986,Working full time,Never married,50,20,Graduate,FEMALE,1,2,70100.0,Ballot a
2018,987,Working full time,Never married,25,17,Bachelor's,MALE,2,1,70100.0,Ballot a
2018,988,Working full time,Married,37,16,Bachelor's,FEMALE,2,2,158201.84123,Ballot b
2018,989,Working part time,Married,60,13,High school,FEMALE,2,.i:  Inapplicable,84120.0,Ballot c
2018,990,Working part time,Married,57,13,High school,MALE,4,2,57832.5,Ballot b
2018,991,Keeping house,Married,38,12,High school,FEMALE,2,1,6309.0,Ballot a
2018,992,Working part time,Never married,25,14,High school,MALE,4,8,57832.5,Ballot b
2018,993,"Unemployed, laid off, looking for work",Never married,34,16,Bachelor's,MALE,3,0 hours,38555.0,Ballot a
2018,994,Retired,Married,65,13,High school,MALE,2,3,38555.0,Ballot b
2018,995,Working full time,Never married,34,12,High school,FEMALE,1,2,31545.0,Ballot a
2018,996,Working part time,Never married,34,15,High school,FEMALE,1,.i:  Inapplicable,11391.25,Ballot c
2018,997,"Unemployed, laid off, looking for work",Never married,40,14,High school,FEMALE,4,.i:  Inapplicable,4556.5,Ballot c
2018,998,Working full time,Never married,26,15,High school,FEMALE,2,2,26287.5,Ballot b
2018,999,Working full time,Never married,23,13,High school,FEMALE,2,.i:  Inapplicable,13143.75,Ballot c
2018,1000,Working full time,Never married,24,12,High school,FEMALE,2,1,26287.5,Ballot a
2018,1001,Working part time,Married,28,16,Associate/junior college,FEMALE,2,16,70100.0,Ballot b
2018,1002,Keeping house,Separated,56,15,Associate/junior college,FEMALE,6,1,70100.0,Ballot b
2018,1003,Retired,Married,84,16,Bachelor's,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1004,Working part time,Divorced,42,16,Bachelor's,FEMALE,2,.i:  Inapplicable,16648.75,Ballot c
2018,1005,Working full time,Never married,44,20,Bachelor's,MALE,1,0 hours,-100.0,Ballot b
2018,1006,"With a job, but not at work because of temporary illness, vacation, strike",Divorced,51,20,Graduate,MALE,3,1,158201.84123,Ballot b
2018,1007,Working full time,Divorced,61,16,Bachelor's,MALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,1008,"With a job, but not at work because of temporary illness, vacation, strike",Married,37,16,Bachelor's,FEMALE,4,.i:  Inapplicable,112160.0,Ballot c
2018,1009,Working full time,Divorced,39,16,Bachelor's,MALE,1,3,31545.0,Ballot b
2018,1010,Working full time,Separated,65,18,Graduate,MALE,2,0 hours,158201.84123,Ballot b
2018,1011,Working part time,Widowed,39,14,High school,FEMALE,2,3,19277.5,Ballot a
2018,1012,Working full time,Never married,26,13,High school,FEMALE,1,.i:  Inapplicable,19277.5,Ballot c
2018,1013,Working full time,Married,55,16,Bachelor's,FEMALE,2,2,70100.0,Ballot b
2018,1014,Working full time,Married,51,16,Graduate,FEMALE,3,3,84120.0,Ballot a
2018,1015,Working full time,Never married,50,16,Bachelor's,FEMALE,1,2,70100.0,Ballot b
2018,1016,Working full time,Married,61,14,Associate/junior college,MALE,2,.i:  Inapplicable,47317.5,Ballot c
2018,1017,Working full time,Never married,19,13,High school,FEMALE,4,2,158201.84123,Ballot a
2018,1018,Working full time,Never married,42,14,High school,FEMALE,3,9,31545.0,Ballot b
2018,1019,Working full time,Married,30,13,High school,MALE,4,1,22782.5,Ballot a
2018,1020,Keeping house,Never married,60,18,Graduate,FEMALE,2,.i:  Inapplicable,13143.75,Ballot c
2018,1021,Working full time,Never married,46,13,Associate/junior college,FEMALE,3,3,31545.0,Ballot b
2018,1022,Working full time,Never married,35,12,High school,FEMALE,2,5,31545.0,Ballot b
2018,1023,Retired,Widowed,75,12,High school,FEMALE,1,20,11391.25,Ballot a
2018,1024,Retired,Married,35,10,Less than high school,FEMALE,2,.i:  Inapplicable,6309.0,Ballot c
2018,1025,Working full time,Married,34,16,Bachelor's,MALE,8,0 hours,158201.84123,Ballot a
2018,1026,Working full time,Divorced,58,14,Associate/junior college,MALE,1,3,84120.0,Ballot b
2018,1027,Working full time,Widowed,55,12,High school,MALE,2,1,158201.84123,Ballot a
2018,1028,Retired,Widowed,86,16,Bachelor's,MALE,1,.i:  Inapplicable,47317.5,Ballot c
2018,1029,Working full time,Never married,54,12,High school,MALE,2,0 hours,31545.0,Ballot a
2018,1030,Working full time,Divorced,44,16,Bachelor's,FEMALE,1,1,38555.0,Ballot b
2018,1031,Working full time,Never married,55,12,High school,MALE,3,4,158201.84123,Ballot a
2018,1032,Keeping house,Widowed,58,14,Associate/junior college,FEMALE,2,.i:  Inapplicable,14896.25,Ballot c
2018,1033,Working full time,Divorced,54,15,High school,MALE,1,.i:  Inapplicable,47317.5,Ballot c
2018,1034,Working part time,Separated,31,16,Bachelor's,FEMALE,3,.i:  Inapplicable,26287.5,Ballot c
2018,1035,Working full time,Never married,51,15,Associate/junior college,MALE,2,4,7886.25,Ballot a
2018,1036,Working full time,Never married,39,10,Less than high school,MALE,2,8,31545.0,Ballot b
2018,1037,Retired,Widowed,86,12,High school,FEMALE,1,.i:  Inapplicable,19277.5,Ballot c
2018,1038,Working full time,Divorced,54,16,Bachelor's,MALE,1,2,57832.5,Ballot b
2018,1039,Keeping house,Never married,26,12,High school,MALE,4,4,-100.0,Ballot a
2018,1040,Working full time,Married,37,18,Graduate,FEMALE,4,1,84120.0,Ballot a
2018,1041,Working full time,Divorced,45,16,Bachelor's,MALE,1,.i:  Inapplicable,158201.84123,Ballot c
2018,1042,Retired,Married,70,14,High school,FEMALE,2,3,112160.0,Ballot a
2018,1043,Working full time,Married,43,20,Graduate,MALE,5,1,70100.0,Ballot a
2018,1044,Working full time,Never married,23,14,High school,MALE,2,2,14896.25,Ballot b
2018,1045,Working part time,Never married,42,17,Bachelor's,FEMALE,3,2,31545.0,Ballot a
2018,1046,Retired,Widowed,86,14,Associate/junior college,FEMALE,1,3,16648.75,Ballot a
2018,1047,Retired,Separated,72,12,High school,FEMALE,1,.i:  Inapplicable,38555.0,Ballot c
2018,1048,"Unemployed, laid off, looking for work",Divorced,55,18,Graduate,FEMALE,1,.i:  Inapplicable,19277.5,Ballot c
2018,1049,Retired,Widowed,69,11,Less than high school,MALE,1,.i:  Inapplicable,7886.25,Ballot c
2018,1050,Retired,Widowed,89 or older,6,Less than high school,FEMALE,1,24 hours,-100.0,Ballot b
2018,1051,Retired,Separated,68,10,Less than high school,MALE,1,9,9638.75,Ballot a
2018,1052,Working part time,Never married,45,12,High school,FEMALE,1,1,19277.5,Ballot b
2018,1053,"Unemployed, laid off, looking for work",Never married,18,12,High school,FEMALE,3,3,16648.75,Ballot a
2018,1054,Working full time,Never married,22,13,High school,MALE,2,1,7886.25,Ballot b
2018,1055,Retired,Married,66,12,High school,FEMALE,2,.i:  Inapplicable,26287.5,Ballot c
